"API14","Well Name","Well Number","Lease Name","Operator Alias","Reported Operator","Field","County/Parish","KB Elevation","Ground Elevation","Measured Depth (TD)","True Vertical Depth","Production Type","Well Status","Target Formation","Spud Date","Completion Date","Drill Type","Upper Perforation","Lower Perforation","Perforated Interval Length","Horizontal Length","First Prod Date","Start Date (First Treatment Job)","End Date (First Treatment Job)","First Test Gas Volume","First Test Oil Volume","First Test Water Volume","First Test Hours Tested","First Test Production Method","First Well Test Date","First Reported Test Type","Last Well Test Date","Last Test Type","First Test Gas Gravity","First Test Oil Gravity","First Test GOR","First Test Casing Pressure","First Test Choke Size","First Test Flowing Tubing Pressure","Peak BOE","Peak Gas","Peak Oil","Cum BOE","Cum Gas","Cum Oil","Cum Water","First 6 BOE","First 6 Gas","First 6 Oil","First 6 Water","First 12 BOE","First 12 Gas","First 12 Oil","First 12 Water","First 24 BOE","First 24 Gas","First 24 Oil","First 24 Water","First 60 BOE","First 60 Gas","First 60 Oil","First 60 Water","Has Digitized Trajectory (Y/N)","Has Well Log (LAS) (Y/N)","Has Well Log (Raster) (Y/N)","LAS Mnemonics","Country","Basin","Play Assessment Basin","State","Section","Township","Range","Quarter Quarter","District","Abstract","Block","Survey","Surface Hole Latitude (WGS84)","Surface Hole Longitude (WGS84)","Bottom Hole Latitude (WGS84)","Bottom Hole Longitude (WGS84)","UWI"
"35051235880000","MILLS","1-21H","MILLS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1155.00","16400.00","11548.00","OIL","ACTIVE","WOODFORD","2012-03-03","2012-06-04","H","12062.00","16273.00","4211.00","4338.00","2012-06-01","2012-05-29","","1033.00","324.00","595.00","24.00","Flowing","2012-06-24","InitialPotentialTest","2012-06-24","InitialPotentialTest","","45.46","3188.00","","32/64","","16122.00","34339.00","10399.00","288471.00","749458.00","163561.00","0.00","68412.00","144593.00","44313.00","0.00","118037.00","262974.00","74208.00","0.00","179823.00","456527.00","103735.00","0.00","280580.00","738781.00","157450.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","21","=""07N""","=""05W""","SE SW SW","","","","","35.0593550","-97.7375990","","","35-051-23588"
"35051237130000","BRANNAN","1-34-27XH","BRANNAN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1197.00","22356.00","11824.00","OIL","ACTIVE","WOODFORD","2013-10-29","2014-02-19","H","12700.00","22219.00","9519.00","9656.00","2014-03-01","2014-02-12","2014-02-12","635.00","307.00","3000.00","24.00","Flowing","2014-03-10","InitialPotentialTest","2014-03-10","InitialPotentialTest","","","2068.00","","34/64","","15590.00","28828.00","10825.00","245590.00","502216.00","161887.00","0.00","68306.00","109728.00","50018.00","0.00","115337.00","218219.00","78967.00","0.00","177963.00","357984.00","118299.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","34","=""08N""","=""06W""","SE SW SE","","","","","35.1172412","-97.8160469","","","35-051-23713"
"35051237580000","RODGERS","1-11-2XH","RODGERS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1179.00","21580.00","11384.00","OIL","ACTIVE","WOODFORD","2014-01-18","2014-06-20","H","11861.00","21387.00","9526.00","9719.00","2014-06-01","2014-05-09","2014-06-05","308.00","282.00","","24.00","Flowing","2014-07-06","InitialPotentialTest","2014-07-06","InitialPotentialTest","","45.00","1092.00","","64/64","995.00","13953.00","14935.00","12005.00","337311.00","293749.00","288353.00","0.00","51013.00","61967.00","40685.00","0.00","99256.00","104302.00","81872.00","0.00","204292.00","188752.00","172833.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","11","=""06N""","=""05W""","SE SE SE","","","","","35.0012893","-97.6896079","","","35-051-23758"
"35051237800000","COPELAND","1-36H","COPELAND","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1161.00","17395.00","12112.00","OIL","ACTIVE","WOODFORD","2014-05-02","2014-08-10","H","12480.00","17252.00","4772.00","4915.00","2014-08-01","2014-08-04","2014-08-09","299.00","148.00","1404.00","","","2014-08-27","InitialPotentialTest","2014-08-27","InitialPotentialTest","","46.00","2020.00","","1.000","","9830.00","26578.00","5400.00","145689.00","398396.00","79290.00","0.00","30222.00","89724.00","15268.00","0.00","60223.00","164020.00","32886.00","0.00","105186.00","284749.00","57728.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","36","=""06N""","=""05W""","SE SW SW","","","","","34.9429793","-97.6853801","","","35-051-23780"
"35051238370000","GOOD MARTIN","6-10-3XH","GOOD MARTIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1194.00","20170.00","11828.00","OIL","ACTIVE","WOODFORD","2014-08-16","2015-01-11","H","12401.00","20073.00","7672.00","7769.00","2015-01-01","2014-11-07","2014-11-19","163.00","162.00","1373.00","24.00","Unknown","2015-01-27","InitialPotentialTest","2015-01-27","InitialPotentialTest","","42.00","1006.00","","64/64","80.00","15259.00","33780.00","12130.00","193275.00","521890.00","106293.00","0.00","59613.00","96792.00","43481.00","0.00","107674.00","228871.00","69529.00","0.00","166027.00","427913.00","94708.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","15","=""06N""","=""05W""","NW NW NE","","","","","34.9998052","-97.7133590","","","35-051-23837"
"35051238600000","ELLIS 14-4-6","2XH","ELLIS 14-4-6","APACHE","APACHE CORPORATION","CHITWOOD","GRADY (OK)","","1192.00","23314.00","15034.00","OIL","ACTIVE","WOODFORD","2014-10-19","2015-07-29","H","16050.00","23198.00","7148.00","7678.00","2015-08-01","2015-07-01","2015-07-08","3814.00","402.00","2146.00","24.00","Flowing","2015-08-14","InitialPotentialTest","2015-08-14","InitialPotentialTest","","","9488.00","","26","","6594.00","1207.00","6594.00","96809.00","2353.00","96417.00","0.00","36795.00","0.00","36795.00","0.00","52201.00","0.00","52201.00","0.00","89614.00","1207.00","89413.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","Mid-Continent","OK","14","=""04N""","=""06W""","NW NE SE","","","","","34.8182103","-97.7941150","","","35-051-23860"
"35051238610000","ELLIS 14-4-6","1XH","ELLIS 14-4-6","APACHE","APACHE CORPORATION","CHITWOOD","GRADY (OK)","","1191.00","20745.00","15130.00","OIL","ACTIVE","WOODFORD","2014-11-29","2015-07-30","H","15950.00","20356.00","4406.00","7798.00","2015-08-01","2015-07-01","2015-07-08","3037.00","372.00","1908.00","24.00","Flowing","2015-08-13","InitialPotentialTest","2015-08-13","InitialPotentialTest","","59.90","8164.00","","24","","38162.00","198109.00","6517.00","437461.00","1957499.00","111211.00","0.00","172535.00","813528.00","36947.00","0.00","241113.00","1119072.00","54601.00","0.00","416342.00","1896035.00","100336.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","14","=""04N""","=""06W""","NW NE SE","","","","","34.8182103","-97.7940463","","","35-051-23861"
"35051238910000","MCCLAIN","1H-7X","MCCLAIN","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1164.00","20267.00","11918.00","OIL","ACTIVE","WOODFORD","2014-11-18","2015-02-13","H","12200.00","20107.00","7907.00","7855.00","2015-02-01","2015-01-19","2015-02-06","509.00","843.00","650.00","24.00","Flowing","2015-03-22","InitialPotentialTest","2015-03-22","InitialPotentialTest","","47.30","604.00","","36","189.00","9369.00","28003.00","8006.00","143565.00","247310.00","102347.00","0.00","40235.00","43175.00","33039.00","0.00","67292.00","88391.00","52560.00","0.00","120289.00","212479.00","84876.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","18","=""07N""","=""05W""","NE NW SW","","","","","35.0739838","-97.7734811","","","35-051-23891"
"35051239310000","COOLEY","1-24H","COOLEY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1137.00","16920.00","11696.00","OIL","ACTIVE","WOODFORD","2015-03-18","2015-06-23","H","11867.00","16775.00","4908.00","5053.00","2015-06-01","2015-06-18","2015-06-18","648.00","426.00","333.00","24.00","Pumping","2015-07-13","InitialPotentialTest","2015-07-13","InitialPotentialTest","","45.80","1521.00","","64/64","","13652.00","20075.00","10687.00","269584.00","389009.00","204749.00","0.00","59359.00","84188.00","45328.00","0.00","126945.00","178948.00","97120.00","0.00","237677.00","364409.00","176942.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","25","=""06N""","=""05W""","NE NW NE","","","","","34.9708336","-97.6768278","","","35-051-23931"
"35051240190000","ANDERSON","1H-28","ANDERSON","CITIZEN ENERGY","CITIZEN ENERGY II LLC","TUTTLE EAST","GRADY (OK)","","1285.00","15000.00","9261.00","OIL","ACTIVE","WOODFORD","2016-03-27","2016-05-23","H","9946.00","14895.00","4949.00","5664.00","2016-06-01","","2016-05-23","1169.00","424.00","1195.00","24.00","Unknown","2016-07-09","InitialPotentialTest","2016-07-09","InitialPotentialTest","","40.00","2757.00","","64/64","391.00","17093.00","45879.00","10806.00","154270.00","539697.00","64321.00","0.00","77905.00","226491.00","40157.00","0.00","134157.00","436966.00","61329.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","33","10N","=""05W""","NW NW NW","","","","","35.3046119","-97.7394937","","","35-051-24019"
"35051237820000","RATLIFF","1H-22X","RATLIFF","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1192.00","22323.00","11363.00","OIL","ACTIVE","WOODFORD","2014-04-04","2014-07-04","H","11962.00","22158.00","10196.00","10208.00","2014-07-01","2014-06-16","2014-06-28","739.00","688.00","816.00","24.00","Flowing","2014-07-31","InitialPotentialTest","2014-07-31","InitialPotentialTest","","46.50","1074.00","","64","9.00","17498.00","67693.00","17498.00","308748.00","361340.00","248525.00","0.00","79366.00","143085.00","55518.00","0.00","128088.00","212761.00","92628.00","0.00","228962.00","291976.00","180299.00","0.00","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","34","=""07N""","=""05W""","NE NW NW","","","","","35.0431545","-97.7193717","","","35-051-23782"
"35051238050000","JOHNSON ROGERS","2-17X8H","JOHNSON ROGERS","GULFPORT MIDCON LLC","GULFPORT MIDCON LLC","UNKNOWN","GRADY (OK)","","1131.00","22289.00","14790.00","OIL","ACTIVE","WOODFORD","2014-06-13","2014-09-29","H","15327.00","22174.00","6847.00","8614.00","2014-10-01","","2014-09-29","3746.00","261.00","2230.00","24.00","Flowing","2014-10-20","InitialPotentialTest","2014-10-20","InitialPotentialTest","","54.90","14352.00","","54","","20427.00","86981.00","5930.00","304921.00","1331077.00","83075.00","0.00","69462.00","283889.00","22147.00","0.00","115528.00","502207.00","31827.00","0.00","217286.00","930207.00","62252.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","17","=""04N""","=""05W""","SE SW SW","","","","","34.8128779","-97.7533196","","","35-051-23805"
"35051238110000","JACQUEZ","1H-18X","JACQUEZ","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1232.00","20042.00","11969.00","OIL","ACTIVE","WOODFORD","2014-08-01","2014-10-23","H","12324.00","19880.00","7556.00","7662.00","2014-11-01","2014-10-06","2014-10-16","558.00","709.00","467.00","24.00","Flowing","2015-01-05","InitialPotentialTest","2015-01-05","InitialPotentialTest","","48.70","787.00","","","276.00","14435.00","15908.00","12465.00","203852.00","185754.00","172893.00","0.00","67695.00","15908.00","65044.00","0.00","116381.00","82771.00","102586.00","0.00","175266.00","153080.00","149753.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","30","=""07N""","=""05W""","NE NE NE","","","","","35.0579548","-97.7607624","","","35-051-23811"
"35051239640000","OSBORN","1H-20","OSBORN","CITIZEN ENERGY","CITIZEN ENERGY II LLC","TUTTLE NE","GRADY (OK)","","1275.00","14872.00","9356.00","OIL","ACTIVE","WOODFORD","2015-09-16","2015-11-20","H","9843.00","14773.00","4930.00","5853.00","2015-12-01","2015-11-19","2015-11-24","2499.00","260.00","1221.00","24.00","Flowing","2016-01-01","InitialPotentialTest","2016-01-01","InitialPotentialTest","","45.00","9612.00","","33/64","563.00","17451.00","82777.00","5457.00","170693.00","905851.00","19718.00","0.00","75708.00","394397.00","9975.00","0.00","132559.00","699026.00","16055.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","29","10N","=""05W""","SW NW NW","","","","","35.3181077","-97.7578888","","","35-051-23964"
"35051239750000","BOATRIGHT","1-31-30XH","BOATRIGHT","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","CHITWOOD","GRADY (OK)","","1159.00","25600.00","14129.00","OIL","ACTIVE","WOODFORD","2015-08-15","2017-01-31","H","15319.00","25225.00","9906.00","10281.00","2017-02-01","","2017-01-31","14758.00","1003.00","2108.00","","","2017-02-16","InitialPotentialTest","2017-02-16","InitialPotentialTest","","54.00","14714.00","","=""0.625""","","82241.00","379592.00","22028.00","270536.00","1089868.00","88891.00","0.00","267969.00","1074466.00","88891.00","0.00","","","","","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","=""01""","=""04N""","=""06W""","SW NE NE","","","","","34.8528929","-97.7778646","","","35-051-23975"
"35051239780000","Z 21","1-17-8XH","Z 21","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1264.00","19862.00","11841.00","OIL","ACTIVE","WOODFORD","2015-08-13","2016-05-13","H","12110.00","19765.00","7655.00","7750.00","2016-05-01","2016-04-25","2016-05-03","799.00","559.00","1797.00","24.00","Flowing","2016-06-11","InitialPotentialTest","2016-06-11","InitialPotentialTest","","45.00","1429.00","","42/64","","18164.00","22642.00","14390.00","171828.00","222922.00","134674.00","0.00","69711.00","87367.00","55150.00","0.00","147589.00","187258.00","116379.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","17","=""07N""","=""05W""","SW SW SW","","","","","35.0742968","-97.7587409","","","35-051-23978"
"35051240410000","DICKENS","1H-10X","DICKENS","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1360.00","21282.00","","OIL","ACTIVE","WOODFORD","2016-08-02","2016-10-20","H","10920.00","20764.00","9844.00","11122.93","2016-10-01","2016-09-26","2016-10-12","322.00","366.00","2059.00","24.00","Flowing","2017-02-12","InitialPotentialTest","2017-02-12","InitialPotentialTest","","44.00","880.00","","64","133.00","9866.00","10185.00","8769.00","79846.00","41804.00","72879.00","0.00","34089.00","19884.00","30775.00","0.00","74145.00","41804.00","67178.00","0.00","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","22","=""08N""","=""05W""","NE NW NW","","","","","35.1587262","-97.7190068","","","35-051-24041"
"35051240410100","DICKENS","1H-10X","DICKENS","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1360.00","21282.00","10387.00","OIL","INACTIVE","WOODFORD","2016-08-02","","H","","","","10787.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","22","=""08N""","=""05W""","NE NW NW","","","","","35.1587262","-97.7190068","","","35-051-24041"
"35051240420000","OLIVER","1H-22X","OLIVER","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1360.00","20888.00","","OIL","ACTIVE","WOODFORD","2016-06-29","2016-09-02","H","12920.00","20781.00","7861.00","10149.89","2016-10-01","","2016-09-02","334.00","291.00","621.00","24.00","Flowing","2016-12-14","InitialPotentialTest","2016-12-14","InitialPotentialTest","","41.00","1148.00","","52","178.00","9820.00","4612.00","9173.00","89552.00","28947.00","84727.00","0.00","36147.00","14268.00","33769.00","0.00","84842.00","28947.00","80017.00","0.00","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","22","=""08N""","=""05W""","NE NW NW","","","","","35.1587262","-97.7188771","","","35-051-24042"
"35051240420100","OLIVER","1H-22X","OLIVER","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1360.00","20888.00","10896.00","OIL","INACTIVE","WOODFORD","2016-06-29","","H","","","","10435.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","22","=""08N""","=""05W""","NE NW NW","","","","","35.1587262","-97.7188771","","","35-051-24042"
"35051240650000","DESKINS","1H-7X","DESKINS","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","MIDDLEBURG SE","GRADY (OK)","","1313.00","21520.00","","OIL","ACTIVE","WOODFORD","2016-10-07","2016-12-24","H","11233.00","21358.00","10125.00","11078.33","2017-01-01","2016-11-28","2016-12-18","278.00","238.00","2591.00","24.00","Flowing","2016-02-14","InitialPotentialTest","2016-02-14","InitialPotentialTest","","40.00","1168.00","","64","411.00","17544.00","18873.00","14850.00","105525.00","69145.00","94001.00","0.00","67209.00","69145.00","55685.00","0.00","","","","","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","19","=""08N""","=""05W""","N2 NE NE","","","","","35.1586534","-97.7610458","","","35-051-24065"
"35051240650100","DESKINS","1H-7X","DESKINS","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","MIDDLEBURG SE","GRADY (OK)","","1313.00","21520.00","10721.00","OIL","INACTIVE","WOODFORD","2016-10-07","","H","","","","10125.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","19","=""08N""","=""05W""","N2 NE NE","","","","","35.1586534","-97.7610458","","","35-051-24065"
"35051240910000","RENBARGER","1H-26-23","RENBARGER","CITIZEN ENERGY","CITIZEN ENERGY II LLC","UNKNOWN","GRADY (OK)","","1280.00","20240.00","","OIL","INACTIVE","WOODFORD","2017-02-18","2017-10-18","H","10338.00","20080.00","9742.00","","","","","445.00","343.00","2825.00","","","2017-12-17","InitialPotentialTest","2017-12-17","InitialPotentialTest","","41.00","1297.00","","64.000","","","","","","","","","","","","","","","","","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","35","=""09N""","=""05W""","NW NW NW","","","","","35.2169910","-97.7050682","","","35-051-24091"
"35051236680000","SPARKS","1-27H","SPARKS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1062.00","17443.00","12335.00","OIL","ACTIVE","WOODFORD","2013-03-03","2013-06-14","H","13209.00","17321.00","4112.00","3320.00","2013-06-01","","2013-06-14","1331.00","553.00","592.00","24.00","Flowing","2013-07-15","InitialPotentialTest","2013-07-15","InitialPotentialTest","","46.76","2407.00","","38/64","","17817.00","33730.00","13017.00","219961.00","451294.00","144745.00","0.00","62277.00","134705.00","39826.00","0.00","105330.00","225045.00","67822.00","0.00","147051.00","298081.00","97371.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","27","=""06N""","=""05W""","SE SW SW","","","","","34.9574554","-97.7207972","","","35-051-23668"
"35051235190100","BALLARD","1-17H","BALLARD","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","WATONGA-CHICKASHA TREND","GRADY (OK)","","1084.00","18305.00","13300.00","OIL","ACTIVE","WOODFORD","2009-10-30","","H","","","","4451.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","","USA","ANADARKO BASIN","","OK","17","=""07N""","=""06W""","SW SE SE","","","","","35.0738113","-97.8492274","","","35-051-23519"
"35051235190200","BALLARD","1-17H","BALLARD","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","WATONGA-CHICKASHA TREND","GRADY (OK)","","1084.00","","","OIL","ACTIVE","WOODFORD","2009-10-30","","H","","","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","","USA","ANADARKO BASIN","","OK","17","=""07N""","=""06W""","SW SE SE","","","","","35.0738113","-97.8492274","","","35-051-23519"
"35051235830000","SIMMS","1-32H","SIMMS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1151.00","16994.00","11982.00","OIL","ACTIVE","WOODFORD","2012-01-12","2012-06-07","H","12404.00","16548.00","4144.00","4590.00","2012-06-01","2012-05-21","","1226.00","435.00","278.00","24.00","Flowing","2012-06-28","InitialPotentialTest","2012-06-28","InitialPotentialTest","","46.32","2818.00","","42/64","","13988.00","26316.00","10481.00","331931.00","625716.00","227645.00","0.00","60778.00","96214.00","44742.00","0.00","116727.00","184865.00","85916.00","0.00","197600.00","379091.00","134418.00","0.00","321015.00","619119.00","217828.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","32","=""07N""","=""05W""","SE SE SE","","","","","35.0303524","-97.7424665","","","35-051-23583"
"35051235870000","HENDRIX","1-3H","HENDRIX","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1193.00","18105.00","13636.00","OIL","ACTIVE","WOODFORD","2012-03-14","2012-06-25","H","14130.00","17961.00","3831.00","3975.00","2012-06-01","2012-06-18","","1203.00","166.00","490.00","24.00","Flowing","2012-07-06","InitialPotentialTest","2012-07-06","InitialPotentialTest","","49.76","7247.00","","34/64","","8171.00","28700.00","4202.00","199457.00","753303.00","73906.00","0.00","30597.00","93670.00","14985.00","0.00","62594.00","199567.00","29333.00","0.00","111219.00","403022.00","44049.00","0.00","197350.00","744947.00","73192.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","=""03""","=""06N""","=""06W""","SW SE SW","","","","","35.0156385","-97.8237593","","","35-051-23587"
"35051235980000","EVANS","1-1H","EVANS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1193.00","16780.00","11221.00","OIL","ACTIVE","WOODFORD","2012-04-18","2012-11-09","H","11781.00","16661.00","4880.00","4999.00","2012-11-01","2012-10-28","","241.00","264.00","952.00","24.00","Pumping","2012-11-30","InitialPotentialTest","2012-11-30","InitialPotentialTest","","42.74","913.00","","64/64","120.00","8130.00","15666.00","6537.00","199278.00","168571.00","171183.00","0.00","34654.00","19038.00","31481.00","0.00","77674.00","59886.00","67693.00","0.00","108891.00","120707.00","88773.00","0.00","199278.00","168571.00","171183.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","12","=""06N""","=""05W""","NE NE NW","","","","","35.0142934","-97.6813375","","","35-051-23598"
"35051236130000","ROBINSON","1-15H","ROBINSON","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1190.00","17584.00","12839.00","OIL","ACTIVE","WOODFORD","2012-06-12","2012-11-11","H","13434.00","17454.00","4020.00","4150.00","2012-11-01","2012-11-03","","555.00","319.00","482.00","24.00","Flowing","2012-12-06","InitialPotentialTest","2012-12-06","InitialPotentialTest","","47.72","1740.00","","36/64","","9259.00","18590.00","7393.00","219205.00","372389.00","157140.00","0.00","43540.00","65275.00","32661.00","0.00","81775.00","119493.00","61859.00","0.00","137327.00","224926.00","99839.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","15","=""07N""","=""06W""","SW SE SW","","","","","35.0737238","-97.8240574","","","35-051-23613"
"35051236340000","NIGHTENGALE","1-16H","NIGHTENGALE","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1104.00","16978.00","12401.00","OIL","ACTIVE","WOODFORD","2012-07-28","2012-12-10","H","12878.00","16897.00","4019.00","4100.00","2012-12-01","2012-12-01","","774.00","384.00","505.00","24.00","Flowing","2012-12-21","InitialPotentialTest","2012-12-21","InitialPotentialTest","","48.18","2016.00","","38/64","","12280.00","20332.00","9223.00","208309.00","306783.00","157178.00","0.00","57038.00","100146.00","40347.00","0.00","110868.00","192989.00","78703.00","0.00","164794.00","269277.00","119914.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","16","=""06N""","=""05W""","SE SW SW","","","","","34.9867361","-97.7381398","","","35-051-23634"
"35051236390000","HAYGOOD","1H-13X","HAYGOOD","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","UNKNOWN","GRADY (OK)","","1286.00","21226.00","10119.00","OIL","ACTIVE","WOODFORD","2014-03-25","2014-06-09","H","10876.00","21067.00","10191.00","10741.00","2014-06-01","2014-05-22","2014-06-04","110.00","359.00","3727.00","24.00","Flowing","2014-06-30","InitialPotentialTest","2014-06-30","InitialPotentialTest","","40.50","307.00","","64","196.00","16995.00","34203.00","15705.00","194222.00","79793.00","180923.00","0.00","39476.00","48246.00","31435.00","0.00","88208.00","74164.00","75847.00","0.00","144952.00","79793.00","131653.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","25","=""08N""","=""05W""","SE NE NW","","","","","35.1435902","-97.6805686","","","35-051-23639"
"35051236650000","SINGER","1-18-7XH","SINGER","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1168.00","25105.00","14672.00","OIL","ACTIVE","WOODFORD","2013-02-10","2013-05-27","H","15728.00","24982.00","9254.00","9254.00","2013-06-01","2013-05-14","2013-05-14","7179.00","595.00","1645.00","24.00","Flowing","2013-06-25","InitialPotentialTest","2013-06-25","InitialPotentialTest","","56.43","12066.00","","38/64","","71319.00","344958.00","25305.00","934057.00","3927903.00","279406.00","0.00","306148.00","1325185.00","85284.00","0.00","469143.00","1968265.00","141099.00","0.00","697491.00","3000896.00","197342.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","18","=""04N""","=""05W""","SW SW SW","","","","","34.8129044","-97.7721418","","","35-051-23665"
"35051236660000","CORLEY","1-21H","CORLEY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1086.00","18350.00","13423.00","OIL","ACTIVE","WOODFORD","2013-05-05","2013-07-27","H","13854.00","18202.00","4348.00","4480.00","2013-07-01","2013-07-11","2013-07-23","1144.00","265.00","1083.00","24.00","Flowing","2013-08-10","InitialPotentialTest","2013-08-10","InitialPotentialTest","","53.17","4317.00","","36/64","","13160.00","43584.00","6721.00","255949.00","685566.00","141688.00","0.00","54331.00","150311.00","29279.00","0.00","101133.00","280373.00","54404.00","0.00","165612.00","453111.00","90094.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","21","=""07N""","=""06W""","SE SW SW","","","","","35.0592662","-97.8441840","","","35-051-23666"
"35051237300000","DUNN","1-14XH","DUNN","MARATHON OIL","MARATHON OIL COMPANY","UNKNOWN","GRADY (OK)","","1066.00","22423.00","13247.00","OIL","ACTIVE","WOODFORD","2013-12-06","2014-04-14","H","13789.00","22308.00","1258.00","9778.00","2014-03-01","2014-03-17","2014-03-17","4718.00","53.00","333.00","24.00","Flowing","2014-04-02","InitialPotentialTest","2014-04-02","InitialPotentialTest","","","89019.00","","40/64","","30935.00","109663.00","13419.00","485138.00","1926695.00","164022.00","0.00","121523.00","423486.00","50942.00","0.00","245123.00","917268.00","92245.00","0.00","326014.00","1232267.00","120636.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","14","=""06N""","=""06W""","SE SE SE","","","","","34.9878379","-97.7950031","","","35-051-23730"
