"API14","Well Name","Well Number","Lease Name","Operator Alias","Reported Operator","Field","County/Parish","KB Elevation","Ground Elevation","Measured Depth (TD)","True Vertical Depth","Production Type","Well Status","Target Formation","Spud Date","Completion Date","Drill Type","Upper Perforation","Lower Perforation","Perforated Interval Length","Horizontal Length","First Prod Date","Start Date (First Treatment Job)","End Date (First Treatment Job)","First Test Gas Volume","First Test Oil Volume","First Test Water Volume","First Test Hours Tested","First Test Production Method","First Well Test Date","First Reported Test Type","Last Well Test Date","Last Test Type","First Test Gas Gravity","First Test Oil Gravity","First Test GOR","First Test Casing Pressure","First Test Choke Size","First Test Flowing Tubing Pressure","Peak BOE","Peak Gas","Peak Oil","Cum BOE","Cum Gas","Cum Oil","Cum Water","First 6 BOE","First 6 Gas","First 6 Oil","First 6 Water","First 12 BOE","First 12 Gas","First 12 Oil","First 12 Water","First 24 BOE","First 24 Gas","First 24 Oil","First 24 Water","First 60 BOE","First 60 Gas","First 60 Oil","First 60 Water","Has Digitized Trajectory (Y/N)","Has Well Log (LAS) (Y/N)","Has Well Log (Raster) (Y/N)","LAS Mnemonics","Country","Basin","Play Assessment Basin","State","Section","Township","Range","Quarter Quarter","District","Abstract","Block","Survey","Surface Hole Latitude (WGS84)","Surface Hole Longitude (WGS84)","Bottom Hole Latitude (WGS84)","Bottom Hole Longitude (WGS84)","UWI"
"35051225620000","KRIDLER","1-16","KRIDLER","GULFPORT MIDCON LLC","GULFPORT MIDCON LLC","GOLDEN TREND","GRADY (OK)","","1020.00","12200.00","12200.00","OIL","ACTIVE","WOODFORD","1995-08-02","1995-12-15","V","10080.00","12070.00","1990.00","","1995-10-01","","1995-12-15","133.00","74.00","","24.00","Pumping","1995-12-15","InitialPotentialTest","1995-12-15","InitialPotentialTest","","40.00","1797.00","","","","2088.00","2957.00","2061.00","58251.00","127265.00","37040.00","0.00","9306.00","4680.00","8526.00","0.00","15000.00","14063.00","12656.00","0.00","23867.00","37927.00","17546.00","0.00","33834.00","67141.00","22644.00","0.00","false","false","false","","USA","ANADARKO BASIN","","OK","16","=""05N""","=""05W""","S2 NE4 SW4","","","","","34.9030819","-97.7348118","34.9030819","-97.7348118","35-051-22562"
"35051234830000","MCCALLA","1-11","MCCALLA","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER EAST","GRADY (OK)","","1118.00","16227.00","","OIL","ACTIVE","WOODFORD","2008-08-08","2009-01-05","H","1428.00","16123.00","14695.00","","2009-01-01","","2009-01-05","","24.00","690.00","24.00","Pumping","2009-01-09","InitialPotentialTest","2009-01-09","InitialPotentialTest","","41.74","0.00","","64/64","1650.00","2663.00","8954.00","1436.00","80577.00","256356.00","37851.00","0.00","7168.00","8092.00","5819.00","0.00","14362.00","26050.00","10020.00","0.00","35219.00","96132.00","19197.00","0.00","71559.00","237726.00","31938.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","11","=""07N""","=""06W""","S2 S2 SW","","","","","35.0887537","-97.8070437","","","35-051-23483"
"35051235090000","BEUTLER TRUST","1-8H","BEUTLER TRUST","WESTERN O&G","WESTERN OIL AND GAS DEVELOPMENT CORP","WC","GRADY (OK)","","1120.00","","","OIL","ACTIVE","WOODFORD","2009-03-26","2009-12-18","H","12760.00","15356.00","2596.00","0.00","2009-07-01","","","219.00","215.00","95.00","24.00","Flowing","2010-01-11","InitialPotentialTest","2010-01-11","InitialPotentialTest","","","1018.00","","22/64","300.00","2724.00","5743.00","2031.00","98727.00","248673.00","57282.00","0.00","2196.00","13174.00","0.00","0.00","6818.00","40907.00","0.00","0.00","22481.00","83344.00","8590.00","0.00","61188.00","168979.00","33025.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","=""08""","=""06N""","=""05W""","N2 S2 SE","","","","","35.0025971","-97.7454341","","","35-051-23509"
"35051236050000","MCEVOY","1H-1","MCEVOY","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","TABLER EAST","GRADY (OK)","","1191.00","17700.00","12186.00","OIL","ACTIVE","WOODFORD","2012-05-09","2012-08-03","H","12683.00","17574.00","4891.00","5530.00","2012-08-01","2012-07-29","2012-07-29","395.00","242.00","580.00","24.00","Flowing","2012-08-19","InitialPotentialTest","2012-08-19","InitialPotentialTest","","43.30","1633.00","","64/64","77.00","6854.00","8338.00","5464.00","81742.00","98287.00","65361.00","0.00","24147.00","35234.00","18275.00","0.00","37864.00","54589.00","28766.00","0.00","50497.00","67765.00","39203.00","0.00","80042.00","98287.00","63661.00","0.00","false","false","true","","USA","ANADARKO BASIN","","OK","36","=""08N""","=""06W""","SW SW SW","","","","","35.1180883","-97.7921283","","","35-051-23605"
"35051236980000","YELL","1-16-9XH","YELL","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1089.00","20832.00","12952.00","OIL","ACTIVE","WOODFORD","2013-07-12","2013-11-21","H","13768.00","20722.00","6954.00","7064.00","2013-11-01","2013-11-18","2013-11-18","367.00","213.00","2056.00","24.00","Flowing","2013-12-02","InitialPotentialTest","2013-12-02","InitialPotentialTest","","48.23","1723.00","","32/64","","21553.00","53056.00","12710.00","290612.00","585272.00","193067.00","0.00","68898.00","134386.00","46500.00","0.00","124988.00","244596.00","84222.00","0.00","195907.00","393711.00","130288.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","16","=""07N""","=""06W""","SE SE SW","","","","","35.0738229","-97.8390953","","","35-051-23698"
"35051237190000","LOWERS","1-14H","LOWERS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER EAST","GRADY (OK)","","1199.00","17423.00","12532.00","OIL","ACTIVE","WOODFORD","2013-09-24","2014-01-03","H","13265.00","17311.00","4046.00","4158.00","2014-01-01","2013-12-26","2014-01-02","598.00","349.00","1253.00","24.00","Flowing","2014-01-20","InitialPotentialTest","2014-01-20","InitialPotentialTest","","47.10","1713.00","","40/64","","9903.00","13581.00","7639.00","163579.00","269581.00","118649.00","0.00","45338.00","69243.00","33797.00","0.00","78162.00","124363.00","57435.00","0.00","120069.00","195737.00","87446.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","14","=""07N""","=""06W""","SE SE SW","","","","","35.0737661","-97.8043274","","","35-051-23719"
"35051237190100","LOWERS","1-14H","LOWERS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER EAST","GRADY (OK)","","1199.00","17423.00","12532.00","OIL","ACTIVE","WOODFORD","2013-09-24","","H","","","","4158.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","","USA","ANADARKO BASIN","","OK","14","=""07N""","=""06W""","SE SE SW","","","","","35.0737661","-97.8043274","","","35-051-23719"
"35051237370000","BRIDWELL","1-25H","BRIDWELL","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1190.00","16575.00","11706.00","OIL","ACTIVE","WOODFORD","2013-12-27","2014-03-12","H","12176.00","16431.00","4255.00","4398.00","2014-03-01","2014-02-24","2014-02-28","1019.00","454.00","867.00","24.00","Pumping","2014-03-23","InitialPotentialTest","2014-03-23","InitialPotentialTest","","45.39","2244.00","","64/64","245.00","9821.00","17712.00","6869.00","273846.00","524229.00","186474.00","0.00","49023.00","80255.00","35647.00","0.00","96009.00","162848.00","68868.00","0.00","176838.00","329200.00","121971.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","25","=""06N""","=""05W""","SE SW SE","","","","","34.9572765","-97.6766367","","","35-051-23737"
"35051237410000","TRIPLE RIMER","1-35-26XH","TRIPLE RIMER","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1229.00","21263.00","11179.00","OIL","ACTIVE","WOODFORD","2014-01-13","2014-05-14","H","11728.00","21119.00","9391.00","9535.00","2014-05-01","2014-04-28","2014-05-06","300.00","66.70","2773.00","24.00","Flowing","2014-05-21","InitialPotentialTest","2014-05-21","InitialPotentialTest","","45.60","4497.75","","34/64","","17608.00","21135.00","14085.00","432700.00","496049.00","350025.00","0.00","73061.00","106106.00","55377.00","0.00","145560.00","204388.00","111495.00","0.00","282384.00","356065.00","223040.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","35","=""07N""","=""05W""","SE SW SE","","","","","35.0302690","-97.6935681","","","35-051-23741"
"35051237530000","BRAND","1-30XH","BRAND","MARATHON OIL","MARATHON OIL COMPANY","UNKNOWN","GRADY (OK)","","1094.00","23432.00","12966.00","OIL","ACTIVE","WOODFORD","2014-01-30","2015-01-15","H","13153.00","23297.00","10144.00","10166.00","2014-08-01","2014-12-13","2014-12-13","1978.00","763.00","1789.00","24.00","Flowing","2014-12-30","InitialPotentialTest","2014-12-30","InitialPotentialTest","","","2592.00","","36/64","","20940.00","38189.00","20842.00","355956.00","418402.00","286222.00","0.00","25858.00","0.00","25858.00","0.00","122485.00","54731.00","113363.00","0.00","283676.00","338000.00","227343.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","30","=""06N""","=""05W""","SW SE SE","","","","","34.9576572","-97.7612035","","","35-051-23753"
"35051237540000","C.G.","1-20-17XH","C.G.","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1198.00","22336.00","12067.00","OIL","ACTIVE","WOODFORD","2014-01-02","2014-05-06","H","12916.00","22147.00","9231.00","9420.00","2014-05-01","2014-04-18","2014-04-18","1346.00","425.00","1593.00","24.00","Flowing","2014-06-08","InitialPotentialTest","2014-06-08","InitialPotentialTest","","47.06","3160.00","","64.64","990.00","17059.00","40789.00","10261.00","285098.00","719565.00","165170.00","0.00","79496.00","191469.00","47584.00","0.00","133323.00","324112.00","79304.00","0.00","212878.00","539745.00","122920.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","20","=""08N""","=""06W""","SE SW SE","","","","","35.1465982","-97.8527988","","","35-051-23754"
"35051237680000","FIECK","1-2H","FIECK","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","MIDDLEBURG SW","GRADY (OK)","","1206.00","18048.00","13022.00","OIL","ACTIVE","WOODFORD","2014-02-12","2014-05-19","H","13454.00","17907.00","4453.00","4594.00","2014-05-01","2014-05-08","2014-05-13","950.00","320.00","475.00","24.00","Flowing","2014-06-08","InitialPotentialTest","2014-06-08","InitialPotentialTest","","49.61","2969.00","","38/64","","10584.00","22946.00","7284.00","178440.00","327434.00","123868.00","0.00","47458.00","104805.00","29990.00","0.00","69241.00","156121.00","43221.00","0.00","115385.00","226622.00","77615.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","=""02""","=""06N""","=""06W""","SE SE SE","","","","","35.0156617","-97.7955757","","","35-051-23768"
"35051238190000","GALVIN","1-22-27XH","GALVIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1161.00","19635.00","12639.00","OIL","ACTIVE","WOODFORD","2014-07-13","2014-09-29","H","12602.00","19493.00","6891.00","7033.00","2014-10-01","2014-09-21","2014-09-21","571.00","408.00","1711.00","24.00","Flowing","2014-10-09","InitialPotentialTest","2014-10-09","InitialPotentialTest","","46.00","1400.00","","36/64","","24578.00","32844.00","19104.00","286883.00","388890.00","222068.00","0.00","94095.00","161237.00","67222.00","0.00","144316.00","237944.00","104659.00","0.00","217939.00","324091.00","163924.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","22","=""06N""","=""05W""","NW NW NW","","","","","34.9853135","-97.7219268","","","35-051-23819"
"35051238410000","STEELMAN","1-18-7XH","STEELMAN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","WATONGA-CHICKASHA TREND","GRADY (OK)","","1211.00","22988.00","13563.00","OIL","ACTIVE","WOODFORD","2014-09-01","2015-01-19","H","14363.00","22841.00","8478.00","8625.00","2015-01-01","2014-12-20","2015-01-06","1049.00","212.00","2770.00","24.00","Flowing","2015-01-27","InitialPotentialTest","2015-01-27","InitialPotentialTest","","51.00","4955.00","","34/64","","13986.00","41260.00","7109.00","294146.00","791423.00","162242.00","0.00","62874.00","180244.00","32833.00","0.00","127542.00","358495.00","67793.00","0.00","233260.00","649463.00","125016.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","18","=""07N""","=""06W""","SW SE SE","","","","","35.0737882","-97.8667448","","","35-051-23841"
"35051238430000","GOOD MARTIN","8-10-3XH","GOOD MARTIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1181.00","19457.00","11763.00","OIL","ACTIVE","WOODFORD","2014-08-28","2015-01-09","H","12169.00","19308.00","7139.00","7288.00","2015-01-01","2014-12-18","2014-12-27","423.00","358.00","1075.00","24.00","Flowing","2015-02-05","InitialPotentialTest","2015-02-05","InitialPotentialTest","","43.00","1182.00","","64/64","170.00","12464.00","26898.00","11517.00","203482.00","455449.00","127574.00","0.00","57464.00","87588.00","42866.00","0.00","104184.00","201753.00","70558.00","0.00","170633.00","372952.00","108474.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","10","=""06N""","=""05W""","SW SE SE","","","","","35.0013501","-97.7087583","","","35-051-23843"
"35051238580000","PARKS","2-14X23H","PARKS","GULFPORT MIDCON LLC","GULFPORT MIDCON LLC","CHITWOOD","GRADY (OK)","","1161.00","24050.00","15260.00","OIL","TA","WOODFORD","2014-10-12","2015-03-24","H","16281.00","23881.00","7600.00","8098.00","2015-04-01","2015-03-15","2015-03-16","6315.00","428.00","2068.00","24.00","Flowing","2015-04-22","InitialPotentialTest","2015-04-22","InitialPotentialTest","","57.40","14755.00","","28","","15338.00","0.00","15338.00","25238.00","0.00","25238.00","0.00","25063.00","0.00","25063.00","0.00","25063.00","0.00","25063.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","14","=""04N""","=""06W""","NW SE NE","","","","","34.8215214","-97.7943897","","","35-051-23858"
"35051238740000","NORTH RYAN","2-5X8H","NORTH RYAN","GULFPORT MIDCON LLC","GULFPORT MIDCON LLC","CHITWOOD","GRADY (OK)","","1182.00","22112.00","14366.00","OIL","ACTIVE","WOODFORD","2014-10-10","2015-02-28","H","14606.00","21933.00","7327.00","9358.00","2015-03-01","2015-02-22","2015-02-23","4785.00","871.00","1145.00","24.00","Flowing","2015-04-13","InitialPotentialTest","2015-04-13","InitialPotentialTest","","55.80","5494.00","","32","","24524.00","0.00","24524.00","223119.00","0.00","223119.00","0.00","98643.00","0.00","98643.00","0.00","144062.00","0.00","144062.00","0.00","200790.00","0.00","200790.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","=""05""","=""04N""","=""05W""","NE NW NW","","","","","34.8545523","-97.7519776","","","35-051-23874"
"35051238780000","DUNGAN","1-31-30XH","DUNGAN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1025.00","20660.00","13505.00","OIL","ACTIVE","WOODFORD","2014-10-21","2015-04-14","H","14480.00","20511.00","6031.00","6180.00","2015-05-01","","2015-04-14","5019.00","844.00","1358.00","24.00","Flowing","2015-05-06","InitialPotentialTest","2015-05-06","InitialPotentialTest","","53.20","5947.00","","32/64","","40970.00","119856.00","20994.00","628882.00","1892401.00","313482.00","0.00","210116.00","615100.00","107599.00","0.00","351571.00","1083036.00","171065.00","0.00","570553.00","1776731.00","274431.00","0.00","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","31","=""06N""","=""05W""","SW SW SW","","","","","34.9423681","-97.7750281","","","35-051-23878"
"35051238850000","BLACK FOREST","1-20-17XH","BLACK FOREST","APACHE","APACHE CORPORATION","MINCO","GRADY (OK)","","1334.00","17267.00","11939.00","OIL","ACTIVE","WOODFORD","2014-11-01","2015-03-06","H","12158.00","16800.00","6642.00","5548.00","2015-03-01","2015-02-24","2015-03-06","1041.00","80.00","1174.00","24.00","Unknown","2015-04-04","InitialPotentialTest","2015-04-04","InitialPotentialTest","","58.30","13012.50","","48/64","400.00","5559.00","26912.00","2063.00","113651.00","551519.00","21731.00","0.00","26026.00","106131.00","8337.00","0.00","48952.00","211123.00","13765.00","0.00","93260.00","429174.00","21731.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","20","10N","=""07W""","NE NW SE","","","","","35.3261581","-97.9585159","","","35-051-23885"
"35051239000000","EWING","1-13-12XH","EWING","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1137.00","23802.00","13149.00","OIL","ACTIVE","WOODFORD","2014-12-14","2015-05-16","H","13790.00","23639.00","9849.00","10012.00","2015-05-01","2015-04-09","2015-04-14","3517.00","366.00","633.00","24.00","Flowing","2015-06-11","InitialPotentialTest","2015-06-11","InitialPotentialTest","","54.80","9609.00","","44/64","","27869.00","94634.00","12097.00","387782.00","1475283.00","141901.00","0.00","126197.00","456467.00","50119.00","0.00","215305.00","791912.00","83320.00","0.00","362660.00","1372616.00","133891.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","13","=""06N""","=""06W""","SE SW SW","","","","","34.9869759","-97.7908526","","","35-051-23900"
"35051239020000","MAY","7-21-16XH","MAY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1142.00","19875.00","12316.00","OIL","ACTIVE","WOODFORD","2014-12-12","2015-08-14","H","12594.00","19733.00","7139.00","7281.00","2015-08-01","2015-08-10","2015-08-10","1930.00","895.00","666.00","24.00","Flowing","2015-09-01","InitialPotentialTest","2015-09-01","InitialPotentialTest","","48.90","2156.00","","36/64","","30406.00","45241.00","23663.00","261426.00","434292.00","189044.00","0.00","142230.00","216044.00","106223.00","0.00","216485.00","392307.00","151100.00","0.00","258042.00","434211.00","185673.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","21","=""06N""","=""05W""","SE SE NE","","","","","34.9794046","-97.7247878","","","35-051-23902"
"35051239100000","MAY","5-21-16XH","MAY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1161.00","20475.00","12302.00","OIL","ACTIVE","WOODFORD","2015-01-10","2016-09-09","H","12820.00","20331.00","7511.00","7655.00","2016-09-01","","2016-09-09","1094.00","678.00","860.00","24.00","Flowing","2016-09-28","InitialPotentialTest","2016-09-28","InitialPotentialTest","","46.00","1614.00","","38/64","440.00","22843.00","43671.00","17914.00","181577.00","303939.00","130920.00","0.00","108056.00","158668.00","81611.00","0.00","175275.00","303555.00","124682.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","21","=""06N""","=""05W""","NE NW SE","","","","","34.9778291","-97.7300522","","","35-051-23910"
"35051239240000","MAY","4-21-16XH","MAY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1150.00","20542.00","12401.00","OIL","ACTIVE","WOODFORD","2015-02-19","2016-09-09","H","13013.00","20398.00","7385.00","7529.00","2016-09-01","2016-07-17","2016-07-25","1508.00","800.00","1235.00","24.00","Flowing","2016-09-28","InitialPotentialTest","2016-09-28","InitialPotentialTest","","46.00","1885.00","","38/64","560.00","27317.00","44899.00","20613.00","187049.00","358975.00","127220.00","0.00","124315.00","211804.00","89014.00","0.00","182502.00","358619.00","122732.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","21","=""06N""","=""05W""","NW NE SW","","","","","34.9778214","-97.7351565","","","35-051-23924"
"35051239280000","SILVER STRATTON","1-6-31XH","SILVER STRATTON","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1189.00","25164.00","13879.00","OIL","ACTIVE","WOODFORD","2015-03-10","2015-08-11","H","14956.00","24992.00","10036.00","10208.00","2015-08-01","2015-08-05","2015-08-05","3804.00","568.00","3869.00","24.00","Flowing","2015-08-30","InitialPotentialTest","2015-08-30","InitialPotentialTest","","49.70","6697.00","","34/64","","57940.00","211657.00","24212.00","884749.00","3383406.00","320848.00","0.00","282559.00","1006607.00","114791.00","0.00","507216.00","1901851.00","190241.00","0.00","864659.00","3380630.00","301221.00","0.00","","","","","false","false","true","","USA","ANADARKO BASIN","","OK","=""07""","=""04N""","=""05W""","SE NW NE","","","","","34.8392519","-97.7609192","","","35-051-23928"
"35051239290000","MAY","6-21-16XH","MAY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1159.00","20398.00","12303.00","OIL","ACTIVE","WOODFORD","2015-03-11","2015-08-14","H","12764.00","20160.00","7396.00","7634.00","2015-08-01","2015-08-05","2015-08-05","1045.00","556.00","782.00","24.00","Pumping","2015-09-01","InitialPotentialTest","2015-09-01","InitialPotentialTest","","43.38","1879.00","","64/64","","21119.00","30280.00","16153.00","158905.00","263565.00","114977.00","0.00","93157.00","148348.00","68432.00","0.00","143687.00","255741.00","101063.00","0.00","157296.00","263540.00","113373.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","21","=""06N""","=""05W""","NE NW SE","","","","","34.9778291","-97.7298996","","","35-051-23929"
"35051239530000","MOORE","1-7H","MOORE","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","ALEX NW","GRADY (OK)","","1041.00","19463.00","14259.00","OIL","ACTIVE","WOODFORD","2015-06-17","2016-04-05","H","14677.00","19333.00","4656.00","4786.00","2016-04-01","2016-03-30","2016-04-04","3131.00","381.00","1098.00","24.00","Flowing","2016-04-20","InitialPotentialTest","2016-04-20","InitialPotentialTest","","54.00","8218.00","","34/64","","19974.00","64147.00","9283.00","180405.00","655887.00","71090.00","0.00","83710.00","291581.00","35113.00","0.00","151809.00","544924.00","60988.00","0.00","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","=""07""","=""05N""","=""05W""","SW SE SW","","","","","34.9141478","-97.7714035","","","35-051-23953"
"35051239630000","NABORS","1-33-28XH","NABORS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1159.00","22164.00","11578.00","OIL","ACTIVE","WOODFORD","2015-07-09","2016-02-12","H","12261.00","22022.00","9761.00","9903.00","2016-02-01","2016-02-04","2016-02-04","1096.00","869.00","997.00","24.00","Flowing","2016-03-09","InitialPotentialTest","2016-03-09","InitialPotentialTest","","43.00","1261.00","","52/64","220.00","29843.00","30765.00","24715.00","349441.00","353565.00","290513.00","0.00","115854.00","105834.00","98215.00","0.00","219874.00","215922.00","183887.00","0.00","","","","","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","33","=""07N""","=""05W""","SW SW SE","","","","","35.0304936","-97.7299004","","","35-051-23963"
"35051239630100","NABORS","1-33-28XH","NABORS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1159.00","22164.00","11578.00","OIL","ACTIVE","WOODFORD","2015-07-09","","H","","","","9903.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","","USA","ANADARKO BASIN","","OK","33","=""07N""","=""05W""","SW SW SE","","","","","35.0304936","-97.7299004","","","35-051-23963"
